alcohol,chlorides,volatile_acidity,total_sulfur_dioxide,fixed_acidity,quality,quality_class
9.4,0.057999999999999996,0.26,166.0,6.9,4,0
12.8,0.044000000000000004,0.31,131.0,7.6,7,2
9.0,0.076,0.42,209.0,6.4,6,1
10.9,0.044000000000000004,0.29,118.0,8.2,4,0
8.8,0.053,0.33,176.0,7.9,6,1
9.0,0.052000000000000005,0.46,184.0,6.6,5,1
10.2,0.046,0.28,142.0,7.8,5,1
9.2,0.048,0.15,98.0,5.8,5,1
11.3,0.06,0.4,162.0,7.8,6,1
8.8,0.05,0.31,220.0,6.6,5,1
9.3,0.049,0.325,217.0,6.6,5,1
9.4,0.049,0.27,217.0,6.6,6,1
10.3,0.047,0.26,191.0,6.7,6,1
10.8,0.047,0.21,114.0,6.7,7,2
8.8,0.053,0.33,176.0,7.9,6,1
9.0,0.059000000000000004,0.28,177.0,8.1,4,0
11.5,0.036000000000000004,0.13,114.0,6.5,8,2
10.8,0.04,0.445,84.0,7.8,5,1
11.8,0.055,0.39,128.0,8.8,6,1
10.5,0.033,0.18,72.0,7.9,7,2
9.9,0.036000000000000004,0.31,124.0,7.1,6,1
9.8,0.046,0.24,160.0,7.8,6,1
11.4,0.027999999999999997,0.35,87.0,7.0,7,2
9.3,0.138,0.26,168.0,6.6,5,1
9.3,0.13699999999999998,0.27,163.0,6.6,5,1
10.3,0.046,0.22,188.0,6.8,6,1
8.9,0.047,0.27,224.0,6.2,5,1
11.4,0.027999999999999997,0.35,87.0,7.0,7,2
11.1,0.032,0.23,156.0,7.3,6,1
10.4,0.045,0.3,170.0,6.2,6,1
10.1,0.034,0.35,117.0,6.4,5,1
9.0,0.054000000000000006,0.32,197.0,7.6,5,1
11.9,0.046,0.31,212.0,6.3,6,1
9.0,0.055,0.25,205.0,7.2,7,2
9.0,0.055,0.25,205.0,7.2,7,2
9.1,0.049,0.26,195.0,7.3,7,2
9.0,0.055,0.25,205.0,7.2,7,2
10.0,0.047,0.26,147.0,7.4,5,1
9.1,0.049,0.26,195.0,7.3,7,2
9.4,0.040999999999999995,0.25,216.0,6.7,3,0
11.4,0.034,0.16,123.0,7.1,6,1
9.7,0.05,0.43,175.0,9.0,4,0
9.0,0.055,0.25,205.0,7.2,7,2
11.8,0.04,0.24,213.0,7.0,6,1
10.2,0.048,0.265,198.0,6.7,5,1
9.2,0.06,0.12,150.0,7.7,6,1
11.0,0.036000000000000004,0.21,132.0,7.2,6,1
10.0,0.040999999999999995,0.32,190.0,8.5,6,1
12.2,0.038,0.18,190.0,6.9,6,1
11.8,0.04,0.24,213.0,7.0,6,1
11.6,0.043,0.26,175.0,6.3,6,1
10.2,0.043,0.26,121.0,6.7,6,1
10.3,0.033,0.29,208.0,7.9,5,1
8.6,0.046,0.27,114.0,6.5,4,0
9.6,0.057999999999999996,0.33,151.0,6.7,5,1
9.6,0.057,0.31,148.0,6.7,5,1
11.3,0.035,0.25,127.0,6.6,6,1
9.9,0.038,0.24,157.0,6.4,6,1
9.6,0.055999999999999994,0.26,179.0,6.8,5,1
10.6,0.051,0.61,161.0,7.0,4,0
9.8,0.055,0.22,180.0,6.8,5,1
10.5,0.032,0.31,67.0,8.1,5,1
10.8,0.037000000000000005,0.2,120.0,7.0,5,1
10.0,0.061,0.18,178.0,7.9,6,1
10.1,0.059000000000000004,0.34,136.0,6.6,6,1
9.4,0.12300000000000001,0.3,116.0,6.8,5,1
11.5,0.04,0.18,148.0,6.5,8,2
10.8,0.046,0.21,108.0,7.0,6,1
9.9,0.044000000000000004,0.27,142.0,6.8,6,1
9.0,0.05,0.2,178.0,9.3,4,0
9.4,0.043,0.23,69.0,5.8,6,1
10.8,0.044000000000000004,0.2,180.0,7.6,7,2
10.9,0.052000000000000005,0.15,190.0,8.2,7,2
12.0,0.040999999999999995,0.4,148.0,7.5,6,1
11.5,0.04,0.18,148.0,6.5,8,2
10.5,0.055999999999999994,0.13,122.0,7.0,6,1
9.3,0.064,0.17,152.0,6.9,6,1
11.8,0.034,0.3,97.0,7.0,6,1
10.0,0.045,0.445,212.0,7.6,6,1
9.4,0.12300000000000001,0.3,116.0,6.8,5,1
11.4,0.036000000000000004,0.22,138.0,7.5,6,1
10.4,0.031,0.23,99.0,9.2,6,1
9.5,0.055,0.34,198.0,8.7,6,1
11.9,0.031,0.545,111.0,6.6,5,1
11.1,0.040999999999999995,0.3,123.0,8.1,6,1
9.6,0.057,0.16,185.0,6.9,6,1
12.0,0.042,0.32,178.0,8.0,6,1
8.7,0.052000000000000005,0.22,104.0,6.1,5,1
9.6,0.057,0.16,185.0,6.9,6,1
10.0,0.054000000000000006,0.15,101.0,7.5,5,1
11.4,0.032,0.29,55.0,8.4,4,0
9.6,0.061,0.37,150.0,6.6,6,1
12.9,0.038,0.38,152.0,7.7,6,1
9.7,0.039,0.25,142.0,6.3,6,1
9.3,0.042,0.3,169.0,8.3,6,1
9.1,0.133,0.22,136.0,6.6,5,1
8.6,0.053,0.34,238.0,6.1,5,1
9.9,0.05,0.22,87.0,7.5,5,1
9.3,0.042,0.3,169.0,8.3,6,1
10.9,0.044000000000000004,0.27,102.0,8.0,5,1
10.2,0.055999999999999994,0.17,135.0,6.1,6,1
9.7,0.045,0.18,174.0,7.4,6,1
11.4,0.046,0.16,153.0,6.7,7,2
9.5,0.045,0.255,197.0,6.1,6,1
10.2,0.049,0.23,141.0,7.4,7,2
11.1,0.042,0.16,93.0,6.4,6,1
9.7,0.039,0.25,142.0,6.3,6,1
9.3,0.053,0.27,202.0,6.7,5,1
8.8,0.055999999999999994,0.29,215.0,6.9,5,1
10.6,0.038,0.21,53.0,9.6,5,1
9.3,0.046,0.62,224.0,6.6,5,1
10.2,0.042,0.28,181.0,6.4,6,1
10.2,0.044000000000000004,0.3,124.0,8.0,6,1
11.0,0.037000000000000005,0.17,98.0,6.4,7,2
9.6,0.037000000000000005,0.21,112.0,7.3,6,1
9.3,0.053,0.27,202.0,6.7,5,1
8.8,0.055999999999999994,0.29,215.0,6.9,5,1
8.8,0.054000000000000006,0.32,209.0,6.6,5,1
8.9,0.051,0.32,179.0,7.4,5,1
10.0,0.048,0.37,144.0,6.6,5,1
12.2,0.046,0.43,102.0,7.7,7,2
10.9,0.059000000000000004,0.39,181.0,7.8,6,1
9.5,0.040999999999999995,0.18,141.0,6.5,6,1
10.9,0.059000000000000004,0.4,178.0,7.8,6,1
10.9,0.059000000000000004,0.39,181.0,7.8,6,1
10.8,0.054000000000000006,0.19,99.0,6.9,6,1
12.0,0.03,0.49,135.0,7.7,6,1
9.8,0.069,0.25,163.0,6.6,5,1
9.5,0.040999999999999995,0.18,141.0,6.5,6,1
11.0,0.034,0.15,150.0,6.4,8,2
11.0,0.034,0.15,150.0,6.4,8,2
9.8,0.052000000000000005,0.17,150.0,8.4,5,1
10.5,0.051,0.32,200.0,6.1,4,0
11.4,0.034,0.21,142.0,8.5,6,1
10.1,0.067,0.45,100.0,8.7,6,1
11.6,0.038,0.24,127.0,6.7,7,2
11.4,0.034,0.21,142.0,8.5,6,1
11.8,0.04,0.33,115.0,7.4,7,2
12.1,0.033,0.26,158.0,7.2,7,2
12.0,0.035,0.36,122.0,8.2,5,1
12.1,0.026000000000000002,0.2,189.0,7.8,7,2
9.1,0.042,0.16,176.0,9.4,5,1
9.3,0.054000000000000006,0.33,117.0,6.4,5,1
10.4,0.055999999999999994,0.22,153.0,7.8,6,1
9.1,0.062,0.35,187.0,7.4,5,1
9.4,0.064,0.37,120.0,6.6,5,1
9.6,0.061,0.37,149.0,6.7,6,1
12.0,0.037000000000000005,0.37,126.0,7.1,5,1
11.3,0.039,0.25,128.0,6.9,8,2
8.7,0.073,0.23,173.0,6.8,6,1
9.9,0.04,0.26,162.0,6.4,6,1
9.3,0.049,0.3,191.0,7.6,6,1
9.5,0.042,0.16,67.0,9.4,5,1
8.7,0.073,0.23,173.0,6.8,6,1
9.9,0.04,0.26,162.0,6.4,6,1
9.3,0.049,0.3,191.0,7.6,6,1
9.4,0.065,0.33,119.0,7.5,5,1
9.4,0.046,0.38,116.0,7.6,5,1
8.8,0.053,0.2,184.0,8.8,6,1
9.4,0.065,0.33,119.0,7.5,5,1
8.8,0.053,0.2,184.0,8.8,6,1
9.9,0.049,0.36,184.0,6.6,6,1
9.4,0.046,0.38,116.0,7.6,5,1
12.6,0.042,0.46,72.0,5.6,6,1
11.1,0.038,0.15,110.0,7.2,6,1
12.8,0.03,0.42,100.0,8.2,7,2
12.0,0.038,0.3,164.0,6.8,6,1
12.0,0.028999999999999998,0.27,131.0,6.7,7,2
9.2,0.034,0.5,114.0,7.2,4,0
12.3,0.032,0.26,96.0,6.0,6,1
13.0,0.032,0.33,131.0,6.8,6,1
12.0,0.038,0.3,164.0,6.8,6,1
10.9,0.035,0.29,110.0,7.4,5,1
12.8,0.03,0.42,100.0,8.2,7,2
10.0,0.054000000000000006,0.19,231.0,7.3,6,1
9.0,0.033,0.32,165.0,6.5,5,1
10.4,0.034,0.32,84.0,7.1,5,1
9.0,0.033,0.32,165.0,6.5,5,1
10.0,0.054000000000000006,0.19,231.0,7.3,6,1
10.0,0.051,0.17,240.0,7.3,6,1
11.3,0.031,0.44,167.0,7.7,7,2
11.3,0.031,0.44,167.0,7.7,7,2
12.0,0.03,0.49,153.0,7.4,7,2
11.3,0.031,0.44,167.0,7.7,7,2
12.0,0.03,0.49,153.0,7.4,7,2
10.6,0.044000000000000004,0.21,160.0,6.4,6,1
9.3,0.21100000000000002,0.55,213.0,8.0,5,1
9.4,0.12300000000000001,0.19,104.0,7.0,6,1
11.0,0.037000000000000005,0.24,102.0,7.2,7,2
9.3,0.052000000000000005,0.34,247.0,6.5,6,1
9.4,0.12300000000000001,0.19,104.0,7.0,6,1
10.5,0.054000000000000006,0.18,164.0,6.9,5,1
11.0,0.037000000000000005,0.24,102.0,7.2,7,2
9.5,0.039,0.18,249.0,8.2,6,1
11.2,0.059000000000000004,0.28,139.0,8.3,6,1
12.3,0.028999999999999998,0.34,94.0,6.1,6,1
9.0,0.049,0.44,157.0,7.4,5,1
9.0,0.040999999999999995,0.26,180.0,7.6,5,1
9.0,0.049,0.44,157.0,7.4,5,1
9.0,0.052000000000000005,0.49,243.0,8.7,5,1
11.4,0.042,0.24,189.0,7.0,6,1
11.0,0.046,0.25,181.0,7.1,7,2
12.3,0.028999999999999998,0.34,94.0,6.1,6,1
10.4,0.049,0.18,127.0,6.4,7,2
10.3,0.057999999999999996,0.27,107.0,8.3,5,1
10.5,0.048,0.24,172.0,6.8,7,2
9.8,0.053,0.22,197.0,8.0,6,1
10.0,0.055999999999999994,0.91,181.0,10.0,4,0
9.7,0.055999999999999994,0.34,176.0,8.9,5,1
9.7,0.055999999999999994,0.33,171.0,8.9,5,1
9.8,0.053,0.22,197.0,8.0,6,1
10.5,0.046,0.18,161.0,6.7,6,1
10.0,0.054000000000000006,0.2,186.0,7.8,6,1
11.5,0.054000000000000006,0.13,104.0,7.3,7,2
9.5,0.049,0.28,202.0,6.6,5,1
10.5,0.042,0.25,122.0,7.1,6,1
10.2,0.255,0.36,142.0,7.6,6,1
9.8,0.05,0.27,199.0,7.6,6,1
11.6,0.031,0.37,137.0,6.9,6,1
11.8,0.031,0.21,144.0,7.4,7,2
10.1,0.035,0.18,140.0,8.2,7,2
10.3,0.049,0.19,163.0,6.3,6,1
10.4,0.048,0.21,168.0,7.0,6,1
8.9,0.047,0.33,166.0,5.8,5,1
8.9,0.047,0.33,166.0,5.8,5,1
10.8,0.034,0.29,154.0,7.9,5,1
9.2,0.057999999999999996,0.31,165.0,6.6,5,1
9.6,0.053,0.19,140.0,8.0,6,1
10.4,0.032,0.2,78.0,8.0,6,1
8.7,0.043,0.25,248.0,8.0,6,1
9.2,0.043,0.2,103.0,7.2,6,1
9.2,0.045,0.3,213.0,7.7,5,1
9.2,0.043,0.2,103.0,7.2,6,1
9.2,0.045,0.3,213.0,7.7,5,1
9.2,0.045,0.3,213.0,7.7,5,1
10.2,0.028999999999999998,0.22,124.0,6.4,5,1
9.2,0.043,0.2,103.0,7.2,6,1
9.0,0.036000000000000004,0.53,107.0,7.0,5,1
9.7,0.05,0.24,178.0,7.3,5,1
9.6,0.049,0.24,185.0,7.2,5,1
10.0,0.036000000000000004,0.15,112.0,7.6,5,1
9.2,0.045,0.3,213.0,7.7,5,1
9.1,0.045,0.33,197.0,7.6,5,1
8.7,0.046,0.24,142.0,6.8,5,1
8.7,0.046,0.24,142.0,6.8,5,1
9.5,0.055999999999999994,0.35,161.0,6.8,5,1
9.5,0.039,0.26,212.0,7.9,6,1
8.9,0.037000000000000005,0.29,166.0,7.5,6,1
8.9,0.037000000000000005,0.29,166.0,7.5,6,1
9.9,0.053,0.31,89.0,7.2,6,1
12.6,0.03,0.44,104.0,6.7,7,2
9.7,0.033,0.23,166.0,10.0,6,1
10.4,0.039,0.21,118.0,7.4,5,1
9.1,0.04,0.23,183.0,8.8,6,1
10.4,0.04,0.34,106.0,7.8,5,1
9.5,0.039,0.26,212.0,7.9,6,1
8.9,0.037000000000000005,0.29,166.0,7.5,6,1
10.6,0.037000000000000005,0.28,120.0,6.0,5,1
12.0,0.028999999999999998,0.37,158.0,7.9,7,2
12.5,0.038,0.36,98.0,7.2,7,2
9.6,0.062,0.13,126.0,7.6,5,1
9.2,0.045,0.25,180.0,6.6,5,1
9.9,0.040999999999999995,0.18,71.0,7.1,6,1
11.7,0.036000000000000004,0.3,112.0,7.9,6,1
9.6,0.049,0.23,153.0,8.3,6,1
12.0,0.033,0.43,135.0,6.8,6,1
12.5,0.038,0.36,98.0,7.2,7,2
9.2,0.045,0.25,180.0,6.6,5,1
9.9,0.040999999999999995,0.18,71.0,7.1,6,1
8.9,0.044000000000000004,0.35,177.0,6.6,6,1
9.0,0.049,0.22,189.0,7.3,6,1
10.2,0.052000000000000005,0.26,158.0,8.1,7,2
9.6,0.062,0.13,126.0,7.6,5,1
9.4,0.055,0.12,127.0,7.0,5,1
10.4,0.027999999999999997,0.37,59.0,8.2,5,1
10.4,0.032,0.26,106.0,7.6,4,0
10.0,0.204,0.2,97.0,6.3,6,1
10.0,0.20800000000000002,0.22,96.0,6.3,6,1
10.5,0.052000000000000005,0.25,169.0,7.1,5,1
11.4,0.047,0.27,193.0,7.0,6,1
10.2,0.036000000000000004,0.34,172.0,8.8,5,1
10.4,0.043,0.27,228.0,9.2,6,1
11.0,0.047,0.49,307.5,7.1,3,0
10.1,0.042,0.71,93.0,9.2,6,1
9.2,0.083,0.47,182.0,7.2,5,1
10.3,0.04,0.28,87.0,6.8,6,1
10.2,0.036000000000000004,0.34,172.0,8.8,5,1
10.4,0.043,0.27,228.0,9.2,6,1
11.1,0.08,0.13,172.0,7.3,7,2
9.9,0.031,0.16,84.0,7.2,5,1
9.0,0.052000000000000005,0.31,143.0,6.8,5,1
8.6,0.052000000000000005,0.36,256.0,8.3,5,1
9.0,0.052000000000000005,0.31,143.0,6.8,5,1
8.6,0.052000000000000005,0.36,256.0,8.3,5,1
9.5,0.040999999999999995,0.25,195.0,6.3,5,1
9.0,0.051,0.45,197.0,6.0,5,1
10.0,0.049,0.26,152.0,8.1,6,1
9.0,0.066,0.22,158.0,6.4,6,1
9.0,0.051,0.45,197.0,5.7,5,1
10.2,0.046,0.19,135.0,7.2,7,2
9.6,0.054000000000000006,0.31,160.0,6.7,5,1
9.7,0.036000000000000004,0.25,219.0,8.0,5,1
10.2,0.046,1.005,185.0,9.9,4,0
13.0,0.027999999999999997,0.31,142.0,8.1,7,2
10.8,0.044000000000000004,0.24,172.0,8.1,6,1
9.7,0.036000000000000004,0.25,219.0,8.0,5,1
9.0,0.063,0.29,169.0,6.4,5,1
9.9,0.027000000000000003,0.15,63.0,7.2,5,1
9.2,0.057999999999999996,0.12,89.0,7.0,6,1
8.7,0.055999999999999994,0.32,238.0,7.4,6,1
10.1,0.024,0.17,91.0,8.5,5,1
10.1,0.024,0.17,91.0,8.5,5,1
9.5,0.039,0.21,123.0,9.5,5,1
9.9,0.040999999999999995,0.21,99.0,8.2,5,1
8.7,0.055999999999999994,0.32,238.0,7.4,6,1
9.0,0.046,0.31,173.0,6.8,5,1
8.6,0.076,0.27,163.0,6.8,6,1
10.5,0.047,0.21,114.0,7.4,6,1
9.5,0.044000000000000004,0.23,186.0,8.0,7,2
10.1,0.047,0.2,142.0,7.6,6,1
11.7,0.03,0.41,164.0,6.3,7,2
10.7,0.036000000000000004,0.49,116.0,8.3,6,1
11.7,0.03,0.41,164.0,6.3,7,2
9.2,0.086,0.2,133.0,7.6,5,1
8.8,0.084,0.26,139.0,7.5,5,1
8.8,0.084,0.26,139.0,7.5,5,1
9.5,0.048,0.27,197.0,6.8,6,1
10.2,0.057,0.28,208.0,6.8,5,1
9.1,0.048,0.2,143.0,8.4,6,1
10.5,0.044000000000000004,0.33,103.0,7.9,6,1
9.0,0.042,0.38,184.0,7.5,6,1
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
9.1,0.049,0.19,181.0,8.1,6,1
10.1,0.047,0.16,151.0,7.6,6,1
10.0,0.043,0.22,176.0,8.1,5,1
9.5,0.043,0.22,201.0,8.0,6,1
12.3,0.034,0.33,102.0,7.1,7,2
9.1,0.054000000000000006,0.43,110.0,6.4,4,0
8.9,0.055999999999999994,0.2,212.5,7.6,8,2
9.6,0.057,0.12,103.0,7.0,5,1
11.6,0.053,0.3,180.0,7.4,6,1
8.8,0.043,0.28,168.0,7.0,6,1
8.9,0.055,0.2,170.0,8.4,6,1
8.8,0.043,0.28,168.0,7.0,6,1
8.9,0.055,0.2,170.0,8.4,6,1
8.9,0.055,0.2,170.0,8.4,6,1
9.0,0.055,0.18,197.0,7.3,6,1
10.0,0.04,0.31,145.0,6.8,5,1
10.0,0.038,0.31,147.0,6.7,5,1
11.1,0.047,0.17,154.0,7.6,6,1
11.6,0.053,0.3,180.0,7.4,6,1
10.6,0.043,0.26,178.0,7.4,6,1
8.8,0.043,0.28,168.0,7.0,6,1
8.9,0.055,0.2,170.0,8.4,6,1
10.1,0.038,0.18,84.0,5.6,6,1
10.0,0.043,0.15,159.0,7.2,5,1
12.2,0.034,0.4,98.0,8.0,7,2
11.0,0.035,0.25,95.0,7.0,6,1
10.0,0.043,0.15,159.0,7.2,5,1
11.1,0.064,0.18,160.0,6.8,5,1
10.4,0.046,0.32,133.0,6.6,6,1
11.8,0.026000000000000002,0.55,71.0,9.0,5,1
10.8,0.027999999999999997,0.19,84.0,6.9,6,1
12.5,0.023,0.41,110.0,6.3,7,2
11.8,0.026000000000000002,0.55,71.0,9.0,5,1
11.6,0.049,0.2,136.0,7.0,7,2
10.4,0.046,0.32,133.0,6.6,6,1
11.5,0.05,0.26,163.0,7.7,6,1
10.1,0.051,0.21,142.0,6.3,6,1
9.2,0.04,0.34,215.0,7.6,6,1
10.1,0.051,0.21,142.0,6.3,6,1
9.2,0.168,0.43,190.0,8.0,5,1
8.9,0.16,0.3,149.0,7.5,5,1
10.1,0.179,0.26,60.0,6.4,5,1
8.9,0.046,0.32,180.0,6.9,5,1
9.7,0.037000000000000005,0.21,150.0,8.9,6,1
9.2,0.04,0.34,215.0,7.6,6,1
11.0,0.034,0.42,145.0,9.5,6,1
10.7,0.042,0.29,160.0,7.6,5,1
10.8,0.024,0.25,101.0,6.5,6,1
9.8,0.049,0.23,183.0,7.2,5,1
11.0,0.038,0.35,124.0,7.9,5,1
10.4,0.018000000000000002,0.2,72.0,8.8,5,1
10.2,0.046,0.27,155.0,5.7,6,1
10.7,0.042,0.29,160.0,7.6,5,1
9.0,0.028999999999999998,0.14,104.0,5.5,5,1
10.6,0.042,0.24,71.0,8.7,5,1
9.5,0.032,0.3,212.0,6.7,6,1
9.0,0.028999999999999998,0.14,104.0,5.5,5,1
9.2,0.027999999999999997,0.13,104.0,5.6,6,1
11.0,0.03,0.18,107.0,7.4,6,1
9.9,0.034,0.385,115.0,5.7,6,1
10.6,0.042,0.24,71.0,8.7,5,1
9.3,0.046,0.33,126.0,8.3,5,1
9.6,0.052000000000000005,0.34,156.0,6.8,5,1
9.5,0.05,0.33,155.0,6.8,5,1
9.7,0.031,0.28,172.0,6.3,7,2
8.7,0.042,0.21,146.0,6.8,5,1
8.7,0.042,0.21,146.0,6.8,5,1
12.4,0.026000000000000002,0.485,101.0,8.6,5,1
12.4,0.026000000000000002,0.485,101.0,8.6,5,1
10.6,0.028999999999999998,0.29,155.0,7.3,6,1
8.7,0.042,0.21,146.0,6.8,5,1
12.0,0.031,0.31,151.0,6.7,7,2
9.0,0.044000000000000004,0.29,227.0,7.3,5,1
8.8,0.04,0.46,169.0,5.7,5,1
9.5,0.04,0.28,223.0,6.8,5,1
10.8,0.036000000000000004,0.23,96.0,6.7,6,1
11.4,0.047,0.17,132.0,6.9,5,1
10.3,0.049,0.18,123.0,7.6,5,1
9.5,0.042,0.22,180.0,6.6,6,1
9.9,0.05,0.27,127.0,7.8,5,1
10.2,0.051,0.28,142.0,7.7,5,1
10.2,0.051,0.29,146.0,7.6,5,1
11.0,0.028999999999999998,0.32,104.0,5.7,6,1
12.1,0.03,0.33,126.0,7.1,7,2
9.1,0.057,0.34,173.0,7.3,6,1
9.5,0.04,0.19,140.0,6.5,6,1
9.5,0.043,0.23,164.0,6.6,5,1
9.8,0.045,0.27,189.0,6.6,5,1
9.5,0.042,0.22,180.0,6.6,6,1
10.3,0.049,0.18,123.0,7.6,5,1
9.6,0.039,0.36,124.0,6.8,5,1
10.2,0.055,0.22,198.0,7.0,6,1
10.5,0.042,0.17,119.0,5.9,6,1
10.4,0.044000000000000004,0.45,117.0,7.4,4,0
9.6,0.039,0.36,124.0,6.8,5,1
10.7,0.046,0.42,95.0,7.5,5,1
10.5,0.036000000000000004,0.33,119.0,7.5,6,1
10.6,0.028999999999999998,0.3,111.0,9.4,5,1
9.6,0.053,0.17,150.0,7.9,6,1
9.6,0.053,0.17,150.0,7.9,6,1
9.5,0.05,0.17,101.0,8.2,5,1
9.4,0.049,0.17,153.0,8.3,6,1
9.8,0.046,0.15,130.0,8.7,6,1
9.6,0.053,0.17,150.0,7.9,6,1
9.2,0.044000000000000004,0.25,172.0,7.2,5,1
9.5,0.045,0.24,176.0,7.2,5,1
9.2,0.043,0.76,93.0,5.3,5,1
9.4,0.052000000000000005,0.22,136.0,6.6,5,1
9.4,0.052000000000000005,0.22,136.0,6.6,5,1
9.3,0.048,0.28,146.0,8.4,5,1
9.1,0.05,0.32,129.0,6.8,5,1
9.5,0.046,0.24,145.0,6.7,5,1
9.1,0.055999999999999994,0.18,163.0,7.4,6,1
10.6,0.043,0.16,153.0,6.0,5,1
9.5,0.046,0.24,145.0,6.7,5,1
12.4,0.042,0.28,85.0,6.8,6,1
8.7,0.047,0.34,237.0,6.2,5,1
8.8,0.055999999999999994,0.27,128.0,6.0,5,1
10.6,0.043,0.16,153.0,6.0,5,1
9.1,0.05,0.32,129.0,6.8,5,1
9.0,0.057,0.24,234.0,8.5,5,1
10.3,0.048,0.24,141.0,8.1,6,1
9.1,0.055999999999999994,0.18,163.0,7.4,6,1
9.5,0.038,0.23,186.0,7.7,6,1
8.8,0.05,0.22,138.0,6.5,5,1
8.8,0.05,0.22,138.0,6.5,5,1
8.8,0.05,0.22,138.0,6.5,5,1
9.9,0.05,0.33,93.0,5.7,5,1
9.5,0.038,0.23,186.0,7.7,6,1
8.8,0.05,0.22,138.0,6.5,5,1
11.7,0.034,0.2,68.0,6.8,4,0
10.8,0.04,0.26,117.0,7.7,5,1
12.0,0.040999999999999995,0.2,126.0,6.4,6,1
10.3,0.033,0.16,122.0,8.0,4,0
9.0,0.076,0.25,154.0,6.8,5,1
12.2,0.035,0.39,109.0,7.7,7,2
9.9,0.051,0.26,173.0,6.9,5,1
9.0,0.076,0.25,154.0,6.8,5,1
12.2,0.035,0.39,109.0,7.7,7,2
10.1,0.048,0.28,163.0,6.0,5,1
9.3,0.055999999999999994,0.43,174.0,6.5,5,1
9.5,0.062,0.33,344.0,9.1,5,1
9.2,0.054000000000000006,0.5,146.0,5.9,6,1
11.7,0.036000000000000004,0.28,115.0,6.8,5,1
11.0,0.04,0.35,144.0,7.0,5,1
9.6,0.055999999999999994,0.22,158.0,7.1,6,1
9.6,0.055999999999999994,0.22,158.0,7.1,6,1
11.9,0.03,0.24,162.0,8.3,6,1
10.8,0.040999999999999995,0.26,118.0,6.8,6,1
10.1,0.054000000000000006,0.16,224.0,7.2,5,1
10.9,0.057999999999999996,0.18,132.0,7.9,6,1
10.1,0.054000000000000006,0.16,224.0,7.2,5,1
10.4,0.06,0.24,102.0,5.5,5,1
9.2,0.055999999999999994,0.33,105.0,7.1,5,1
9.6,0.055999999999999994,0.28,117.0,7.7,5,1
9.6,0.055999999999999994,0.28,117.0,7.7,5,1
9.0,0.047,0.26,179.0,7.5,5,1
11.5,0.037000000000000005,0.14,89.0,6.5,7,2
10.2,0.053,0.21,145.0,8.2,6,1
9.9,0.054000000000000006,0.2,165.0,7.2,6,1
9.6,0.055999999999999994,0.115,105.0,7.2,6,1
10.6,0.04,0.29,142.0,6.4,5,1
9.2,0.055999999999999994,0.33,105.0,7.1,5,1
11.8,0.038,0.24,99.0,6.8,6,1
12.2,0.035,0.24,102.0,7.0,6,1
9.6,0.055999999999999994,0.28,117.0,7.7,5,1
10.6,0.052000000000000005,0.22,76.0,7.0,6,1
10.3,0.054000000000000006,0.18,91.0,7.5,6,1
10.2,0.052000000000000005,0.93,187.0,9.8,4,0
10.7,0.035,0.29,181.0,7.8,5,1
11.7,0.038,0.28,76.0,7.9,4,0
12.0,0.031,0.25,92.0,8.5,6,1
10.6,0.048,0.18,105.0,7.4,6,1
12.2,0.031,0.24,61.0,6.3,4,0
11.0,0.04,0.33,124.0,6.0,6,1
12.4,0.03,0.37,79.0,6.8,7,2
9.4,0.087,0.49,115.0,9.9,6,1
12.0,0.031,0.25,92.0,8.5,6,1
11.6,0.027999999999999997,0.22,130.0,8.4,5,1
9.4,0.069,0.35,162.0,7.0,5,1
9.4,0.069,0.35,162.0,7.0,5,1
9.1,0.053,0.19,229.0,7.4,7,2
9.1,0.053,0.19,229.0,7.4,7,2
9.1,0.053,0.19,229.0,7.4,7,2
9.1,0.053,0.19,229.0,7.4,7,2
9.1,0.053,0.19,229.0,7.4,7,2
9.2,0.042,0.32,117.0,6.9,5,1
9.2,0.05,0.32,163.0,7.6,5,1
9.1,0.053,0.19,229.0,7.4,7,2
9.1,0.053,0.19,212.0,7.4,7,2
9.2,0.042,0.32,117.0,6.9,5,1
9.0,0.06,0.34,126.0,6.0,7,2
9.2,0.05,0.32,163.0,7.6,5,1
10.8,0.047,0.24,106.0,7.7,6,1
9.5,0.053,0.36,146.0,8.0,6,1
11.0,0.044000000000000004,0.29,114.0,7.4,6,1
10.0,0.040999999999999995,0.32,146.0,6.6,5,1
9.5,0.04,0.3,141.0,6.3,5,1
10.1,0.040999999999999995,0.33,109.0,6.4,6,1
9.5,0.051,0.18,94.0,7.5,7,2
9.5,0.217,0.39,74.0,6.5,5,1
9.5,0.055999999999999994,0.25,137.0,6.8,5,1
9.4,0.052000000000000005,0.18,90.0,6.4,6,1
9.4,0.048,0.18,125.0,7.1,6,1
12.7,0.044000000000000004,0.27,110.0,7.6,6,1
9.7,0.037000000000000005,0.23,145.0,9.2,5,1
9.7,0.057999999999999996,0.28,153.0,7.9,6,1
9.4,0.048,0.18,125.0,7.1,6,1
9.4,0.052000000000000005,0.18,90.0,6.4,6,1
