alcohol,volatile_acidity,sulphates,citric_acid,total_sulfur_dioxide,density,quality,quality_class
10.7,0.51,0.93,0.0,54.0,0.995,6,1
11.9,0.96,0.44,0.0,16.0,0.9936,6,1
10.6,0.47,0.73,0.4,19.0,0.9963,6,1
10.9,0.24,0.94,0.34,22.0,0.9974,6,1
10.1,0.57,0.9,0.25,89.0,0.9963,5,1
9.6,0.32,0.78,0.59,15.0,0.9994,5,1
9.4,0.58,0.84,0.0,18.0,0.9966,5,1
9.6,0.32,0.78,0.59,15.0,0.9994,5,1
12.1,0.34,0.77,0.33,37.0,0.9952,7,2
9.8,0.53,0.46,0.01,19.0,0.995,5,1
9.9,0.64,0.45,0.21,133.0,0.9956,5,1
9.8,0.53,0.46,0.01,19.0,0.995,5,1
9.4,0.4,0.58,0.18,58.0,0.9965,5,1
11.4,0.54,0.84,0.0,55.0,0.9956,6,1
11.0,0.53,0.67,0.09,31.0,0.9968,4,0
9.6,0.26,0.7,0.37,23.0,0.9974,6,1
9.6,0.26,0.7,0.37,23.0,0.9974,6,1
12.1,0.23,0.71,0.37,60.0,0.9971,6,1
11.2,0.41,0.58,0.33,23.0,0.9957,5,1
11.0,0.64,0.63,0.0,55.0,0.9962,5,1
11.3,0.18,0.93,0.4,67.0,0.996,5,1
10.4,0.41,0.62,0.24,47.0,0.9956,5,1
9.9,0.43,0.54,0.31,74.0,0.9958,6,1
11.7,0.44,0.85,0.0,11.0,0.9944,6,1
10.1,0.4,0.74,0.16,25.0,0.9955,7,2
9.0,0.54,0.77,0.37,95.0,1.00369,6,1
9.0,0.54,0.77,0.37,95.0,1.00369,6,1
8.5,0.38,0.65,0.38,90.0,0.9991399999999999,5,1
11.1,0.915,0.54,0.29,39.0,0.99577,5,1
10.3,0.59,0.47,0.0,8.0,0.996,5,1
11.066666666666698,0.67,0.68,0.02,92.0,0.99566,6,1
11.3,0.37,0.73,0.32,28.0,0.9947,7,2
9.56666666666667,0.785,0.52,0.19,98.0,0.99713,6,1
9.8,0.63,0.75,0.02,30.0,0.9971200000000001,5,1
11.7,0.58,0.49,0.2,22.0,0.9932200000000001,5,1
11.1,0.67,0.68,0.02,92.0,0.99566,6,1
9.6,0.785,0.52,0.19,98.0,0.99713,6,1
9.8,0.63,0.75,0.02,30.0,0.9971200000000001,5,1
9.7,0.67,0.74,0.0,39.0,0.9970100000000001,5,1
9.7,0.58,0.73,0.01,54.0,0.9968299999999999,5,1
11.3,0.38,0.76,0.31,29.0,0.99472,8,2
11.3,0.37,0.73,0.32,28.0,0.9947,7,2
11.0,0.32,0.78,0.44,17.0,0.9973200000000001,7,2
11.6,0.58,0.76,0.02,53.0,0.99374,7,2
9.0,0.49,0.58,0.33,85.0,0.9970600000000001,5,1
10.9,0.45,0.69,0.63,23.0,0.99974,6,1
10.9,0.9,0.63,0.0,17.0,0.99467,6,1
10.55,0.54,0.5,0.06,89.0,0.99236,6,1
9.0,0.49,0.58,0.33,85.0,0.9970600000000001,5,1
10.5,0.29,0.6,0.4,20.0,0.99603,5,1
11.9,0.2,0.8,0.35,15.0,0.9945799999999999,7,2
10.4,0.42,0.68,0.09,64.0,0.99724,6,1
10.0,0.785,0.61,0.0,13.0,0.99664,4,0
10.4,0.64,0.58,0.03,31.0,0.99545,6,1
10.8,0.63,0.53,0.01,39.0,0.9952200000000001,6,1
9.7,0.59,0.67,0.1,53.0,0.9958,5,1
9.7,0.59,0.67,0.1,53.0,0.9958,5,1
10.0,0.48,0.65,0.32,54.0,0.9972799999999999,7,2
11.0,1.04,0.57,0.08,32.0,0.9964799999999999,4,0
10.0,0.48,0.65,0.32,54.0,0.9972799999999999,7,2
9.7,0.98,0.55,0.05,49.0,0.99705,3,0
9.7,0.69,0.47,0.11,24.0,0.9957799999999999,5,1
12.6,0.7,0.52,0.08,16.0,0.99334,5,1
11.1,0.35,0.79,0.6,44.0,0.99656,6,1
11.0,0.6,0.54,0.08,45.0,0.99336,5,1
8.8,0.5,0.75,0.5,82.0,1.00242,5,1
13.566666666666698,0.47,0.88,0.11,89.0,0.99182,7,2
8.8,0.5,0.75,0.5,82.0,1.00242,5,1
13.6,0.47,0.88,0.11,89.0,0.99182,7,2
10.2,0.875,0.52,0.05,14.0,0.99808,3,0
10.6,0.28,0.68,0.6,22.0,0.99828,5,1
10.1,0.62,0.62,0.03,13.0,0.99498,4,0
10.6,0.28,0.68,0.6,22.0,0.99828,5,1
10.3,0.58,0.57,0.54,9.0,0.9971899999999999,4,0
10.7,0.33,0.61,0.44,12.0,0.9954200000000001,5,1
10.9,0.91,0.64,0.06,11.0,0.99592,4,0
9.7,0.655,0.55,0.16,25.0,0.9960600000000001,5,1
10.3,0.68,0.6,0.21,23.0,0.99546,5,1
10.6,0.64,0.78,0.05,17.0,0.9949600000000001,5,1
11.4,0.54,0.58,0.04,13.0,0.9942,5,1
10.8,0.57,0.76,0.1,11.0,0.9944799999999999,6,1
12.4,0.22,0.56,0.49,18.0,0.99344,6,1
11.4,0.54,0.58,0.04,13.0,0.9942,5,1
11.95,0.65,0.54,0.06,18.0,0.9934799999999999,5,1
9.7,0.54,0.59,0.26,147.0,0.99636,5,1
10.0,0.31,0.7,0.09,28.0,0.99459,7,2
10.6,0.43,0.81,0.02,28.0,0.99492,6,1
9.7,0.54,0.59,0.26,147.0,0.99636,5,1
11.5,0.74,0.63,0.03,16.0,0.99508,6,1
10.8,0.895,0.58,0.04,13.0,0.99582,6,1
11.5,0.74,0.63,0.03,16.0,0.99508,6,1
9.6,0.725,0.53,0.04,15.0,0.99508,5,1
9.4,0.82,0.53,0.29,64.0,0.9964200000000001,5,1
9.8,0.585,0.54,0.18,60.0,0.9963799999999999,5,1
11.0,0.44,0.69,0.39,14.0,0.99555,6,1
11.4,0.38,0.55,0.57,12.0,0.99605,6,1
9.95,0.76,0.63,0.02,12.0,0.996,3,0
10.8,0.81,0.66,0.05,14.0,0.9956200000000001,6,1
11.4,0.38,0.55,0.57,12.0,0.99605,6,1
10.6,0.27,0.72,0.6,25.0,0.9981399999999999,6,1
11.1,0.18,0.7,0.4,20.0,0.9941,5,1
9.7,0.36,0.77,0.21,48.0,0.99661,6,1
9.8,0.69,0.67,0.04,27.0,0.9971200000000001,5,1
10.4,0.79,0.65,0.04,17.0,0.9958799999999999,6,1
10.5,0.56,0.6,0.15,65.0,0.9929399999999999,6,1
9.23333333333333,0.84,0.72,0.21,65.0,0.9984200000000001,6,1
9.25,0.84,0.72,0.21,65.0,0.9984200000000001,6,1
10.6,0.32,0.97,0.25,58.0,0.9963299999999999,5,1
10.3,0.53,0.83,0.06,44.0,0.9948899999999999,6,1
10.5,0.47,0.63,0.46,20.0,0.9964700000000001,5,1
10.2,0.7,0.58,0.08,27.0,0.99665,5,1
10.3,0.53,0.83,0.06,44.0,0.9948899999999999,6,1
9.05,0.48,0.43,0.2,23.0,0.99585,4,0
10.6,0.32,0.97,0.25,58.0,0.9963299999999999,5,1
10.4,0.48,0.6,0.25,61.0,0.9953,5,1
10.0,0.42,0.78,0.19,47.0,0.9952200000000001,6,1
9.7,0.48,0.64,0.08,34.0,0.9955200000000001,5,1
9.6,0.47,0.65,0.08,38.0,0.9955299999999999,6,1
10.8,0.53,0.66,0.07,24.0,0.9951,6,1
10.1,0.29,0.67,0.49,59.0,0.9971399999999999,6,1
10.2,0.69,0.6,0.08,52.0,0.99608,6,1
11.3,0.44,0.69,0.09,18.0,0.99444,6,1
10.2,0.705,0.66,0.1,28.0,0.99631,5,1
9.9,0.53,0.68,0.13,22.0,0.9957299999999999,6,1
9.0,0.39,0.61,0.3,84.0,0.9971700000000001,5,1
11.7,0.56,0.62,0.14,29.0,0.99397,7,2
9.7,0.55,0.59,0.13,35.0,0.9959,6,1
10.3,0.53,0.68,0.08,45.0,0.9952799999999999,6,1
10.2,0.58,0.64,0.08,31.0,0.99484,6,1
12.0,0.64,0.63,0.09,26.0,0.9953799999999999,5,1
9.9,0.39,0.78,0.32,60.0,0.9971399999999999,5,1
11.6,0.52,0.63,0.08,32.0,0.99646,6,1
10.9,0.25,0.76,0.29,49.0,0.99666,7,2
10.75,0.855,0.56,0.02,38.0,0.99472,6,1
10.4,0.44,0.57,0.42,19.0,0.9975799999999999,6,1
11.2,0.37,0.81,0.43,19.0,0.9955,7,2
10.1,0.63,0.64,0.33,28.0,0.99531,6,1
10.2,0.57,0.61,0.02,26.0,0.99575,5,1
12.1,0.6,0.51,0.1,26.0,0.99306,5,1
10.4,0.4,0.58,0.5,50.0,0.9978299999999999,5,1
11.4,0.36,0.7,0.3,24.0,0.99419,8,2
9.5,0.68,0.53,0.0,26.0,0.9978299999999999,5,1
9.4,0.67,0.54,0.0,27.0,0.9976799999999999,5,1
11.3,0.68,0.66,0.01,54.0,0.9958600000000001,6,1
9.4,0.735,0.6,0.0,28.0,0.99765,5,1
11.0,0.855,0.6,0.02,23.0,0.9962700000000001,6,1
10.55,0.56,0.68,0.17,24.0,0.9951399999999999,7,2
9.9,0.88,0.56,0.04,20.0,0.99636,5,1
11.0,0.855,0.6,0.02,23.0,0.9962700000000001,6,1
9.5,0.63,0.56,0.33,115.0,0.99787,5,1
9.9,0.6,0.52,0.26,131.0,0.9962200000000001,5,1
9.9,0.6,0.52,0.26,131.0,0.9962200000000001,5,1
9.9,0.6,0.52,0.26,131.0,0.9962200000000001,5,1
10.1,0.695,0.54,0.13,20.0,0.99546,5,1
10.1,0.695,0.54,0.13,20.0,0.99546,5,1
10.1,0.695,0.54,0.13,20.0,0.99546,5,1
10.9,0.67,0.82,0.02,42.0,0.9948899999999999,6,1
11.2,0.16,0.71,0.64,52.0,0.9949399999999999,6,1
10.1,0.695,0.54,0.13,20.0,0.99546,5,1
9.2,0.56,0.59,0.13,42.0,0.99629,5,1
11.5,0.51,0.57,0.14,34.0,0.9939600000000001,6,1
12.4,0.36,0.93,0.53,35.0,0.9934,6,1
11.1,0.38,0.65,0.14,25.0,0.9951399999999999,6,1
9.5,0.69,0.51,0.32,104.0,0.9963200000000001,5,1
12.5,0.58,0.67,0.2,50.0,0.99467,6,1
10.5,0.31,0.48,0.78,92.0,0.99677,6,1
11.8,0.52,0.64,0.4,20.0,0.99474,6,1
10.8,0.3,0.78,0.63,29.0,0.9958799999999999,6,1
11.9,0.7,0.6,0.15,27.0,0.9962200000000001,6,1
11.3,0.67,0.67,0.15,20.0,0.9954,6,1
11.3,0.56,0.6,0.09,32.0,0.9940200000000001,5,1
11.9,0.35,0.6,0.33,26.0,0.9947,6,1
11.3,0.56,0.6,0.09,32.0,0.9940200000000001,5,1
11.9,0.715,0.5,0.1,27.0,0.9936200000000001,5,1
9.8,0.46,0.62,0.29,98.0,0.9957799999999999,5,1
11.6,0.32,0.8,0.44,34.0,0.99484,7,2
11.5,0.39,0.84,0.44,48.0,0.9949399999999999,6,1
11.4,0.31,0.85,0.41,60.0,0.99492,6,1
10.9,0.61,0.66,0.11,28.0,0.9948299999999999,6,1
12.8,0.66,0.78,0.33,102.0,0.9941399999999999,6,1
9.2,0.725,0.54,0.2,79.0,0.9977,5,1
11.6,0.55,0.82,0.15,35.0,0.9931399999999999,6,1
11.6,0.74,0.56,0.09,26.0,0.9940200000000001,6,1
11.0,0.51,0.75,0.13,40.0,0.99574,6,1
9.5,0.62,0.82,0.08,38.0,0.99651,6,1
10.5,0.6,0.58,0.08,44.0,0.9949,5,1
11.2,0.55,0.76,0.1,51.0,0.9951200000000001,6,1
11.0,0.51,0.75,0.13,40.0,0.99574,6,1
10.2,0.645,0.71,0.12,44.0,0.9954700000000001,5,1
11.0,0.31,0.66,0.47,42.0,0.99549,6,1
